date,r,c,y
2025-04-13,161,549,0
2025-04-13,174,550,0
2025-04-13,181,543,0
2025-04-13,188,548,0
2025-04-13,148,587,0
2025-04-13,153,620,0
2025-04-13,161,612,0
2025-04-13,166,605,0
2025-04-13,169,590,0
2025-04-13,178,624,0
2025-04-13,180,587,0
2025-04-13,184,621,0
2025-04-13,129,676,0
2025-04-13,136,642,0
2025-04-13,137,647,0
2025-04-13,141,659,0
2025-04-13,146,657,0
2025-04-13,176,675,0
2025-04-13,178,681,0
2025-04-13,182,642,0
2025-04-13,190,724,0
2025-04-13,199,351,0
2025-04-13,203,355,0
2025-04-13,203,366,0
2025-04-13,208,357,0
2025-04-13,219,367,0
2025-04-13,232,375,0
2025-04-13,194,412,0
2025-04-13,207,385,0
2025-04-13,195,492,0
2025-04-13,198,506,0
2025-04-13,214,510,0
2025-04-13,215,498,0
2025-04-13,193,514,0
2025-04-13,198,570,0
2025-04-13,203,552,0
2025-04-13,205,570,0
2025-04-13,208,537,0
2025-04-13,215,540,0
2025-04-13,227,512,0
2025-04-13,227,513,0
2025-04-13,252,550,0
2025-04-13,192,592,0
2025-04-13,194,639,0
2025-04-13,200,581,0
2025-04-13,201,599,0
2025-04-13,201,611,0
2025-04-13,204,616,0
2025-04-13,205,576,0
2025-04-13,210,619,0
2025-04-13,212,586,0
2025-04-13,221,579,0
2025-04-13,225,595,0
2025-04-13,227,598,0
2025-04-13,234,639,0
2025-04-13,239,618,0
2025-04-13,241,619,0
2025-04-13,243,576,0
2025-04-13,243,602,0
2025-04-13,254,585,0
2025-04-13,207,658,0
2025-04-13,208,682,0
2025-04-13,210,657,0
2025-04-13,211,643,0
2025-04-13,215,659,0
2025-04-13,220,678,0
2025-04-13,232,660,0
2025-04-13,239,668,0
2025-04-13,249,677,0
2025-04-13,213,723,0
2025-04-13,257,548,0
2025-04-13,268,567,0
2025-04-13,284,554,0
2025-04-13,300,567,0
2025-04-13,316,558,0
2025-04-13,257,609,0
2025-04-13,266,591,0
2025-04-13,269,621,0
2025-04-13,272,622,0
2025-04-13,276,614,0
2025-04-13,279,586,0
2025-04-13,304,607,0
2025-04-13,304,635,0
2025-04-13,317,606,0
2025-04-13,266,643,0
2025-04-13,278,702,0
2025-04-13,279,700,0
2025-04-13,283,669,0
2025-04-13,292,652,0
2025-04-13,295,670,0
2025-04-13,308,689,0
2025-04-13,312,694,0
2025-04-13,275,746,0
2025-04-13,279,743,0
2025-04-13,290,719,0
2025-04-13,314,706,0
2025-04-13,339,570,0
2025-04-13,341,574,0
2025-04-13,323,620,0
2025-04-13,338,616,0
2025-04-13,346,579,0
2025-04-13,321,680,0
2025-04-13,331,681,0
2025-04-13,331,690,0
2025-04-13,334,693,0
2025-04-13,336,702,0
2025-04-13,359,696,0
2025-04-13,360,693,0
2025-04-13,381,689,0
2025-04-13,322,710,0
2025-04-13,323,766,0
2025-04-13,335,755,0
2025-04-13,346,704,0
2025-04-13,350,730,0
2025-04-13,353,715,0
2025-04-13,366,755,0
2025-04-13,370,735,0
2025-04-13,370,759,0
2025-04-13,372,718,0
2025-04-13,375,741,0
2025-04-13,377,736,0
2025-04-13,381,728,0
2025-04-13,382,717,0
2025-04-13,345,768,0
2025-04-13,401,738,0
2025-04-13,409,735,0
2025-04-13,441,741,1
2025-04-13,393,776,0
2025-04-13,415,785,0
2025-04-13,421,782,0
2025-04-13,432,777,0
2025-04-13,433,780,0
2025-04-13,439,792,0
2025-04-13,440,790,0
2025-04-13,443,787,0
2025-04-13,447,780,0
2025-04-13,449,755,0
2025-04-13,458,759,1
2025-04-13,464,767,1
2025-04-13,461,780,0
2025-04-13,467,785,0
2025-04-13,479,819,0
2025-04-13,480,804,0
2025-04-13,490,802,0
2025-04-13,492,824,0
2025-04-13,496,821,0
2025-04-13,502,823,0
2025-04-13,503,819,0
2025-04-13,509,820,0
2025-04-13,476,872,0
2025-04-13,486,846,0
2025-04-13,502,852,0
2025-04-13,526,821,0
2025-04-13,545,824,0
2025-04-13,526,880,0
2025-04-13,555,845,0
2025-04-13,556,850,0
2025-04-13,561,845,0
2025-04-13,565,874,0
2025-04-13,566,838,0
2025-04-13,529,922,0
2025-04-13,535,922,0
2025-04-13,539,941,0
2025-04-13,539,954,0
2025-04-13,541,919,0
2025-04-13,547,943,0
2025-04-13,553,940,0
2025-04-13,553,943,0
2025-04-13,550,1017,0
2025-04-13,551,983,0
2025-04-13,557,1017,0
2025-04-13,572,962,0
2025-04-13,533,1048,0
2025-04-13,539,1054,0
2025-04-13,544,1044,0
2025-04-13,545,1068,0
2025-04-13,561,1050,0
2025-04-13,568,1083,0
2025-04-13,573,1087,0
2025-04-13,574,1053,0
2025-04-13,541,1120,0
2025-04-13,543,1110,0
2025-04-13,549,1100,0
2025-04-13,549,1125,0
2025-04-13,558,1110,0
2025-04-13,559,1124,0
2025-04-13,569,1137,0
2025-04-13,575,1092,0
2025-04-13,538,1170,0
2025-04-13,546,1177,0
2025-04-13,557,1158,0
2025-04-13,570,1170,0
2025-04-13,583,847,0
2025-04-13,587,846,0
2025-04-13,592,875,0
2025-04-13,594,869,0
2025-04-13,618,871,0
2025-04-13,631,895,0
2025-04-13,580,927,0
2025-04-13,591,952,0
2025-04-13,596,951,0
2025-04-13,597,899,0
2025-04-13,605,945,0
2025-04-13,632,959,0
2025-04-13,634,951,0
2025-04-13,637,947,0
2025-04-13,577,984,0
2025-04-13,578,979,0
2025-04-13,579,1006,0
2025-04-13,580,997,0
2025-04-13,598,1007,0
2025-04-13,607,996,0
2025-04-13,610,963,0
2025-04-13,610,972,0
2025-04-13,615,1017,0
2025-04-13,617,980,0
2025-04-13,617,1021,0
2025-04-13,618,1004,0
2025-04-13,624,989,0
2025-04-13,628,1006,0
2025-04-13,630,966,0
2025-04-13,631,967,0
2025-04-13,632,1009,0
2025-04-13,586,1031,0
2025-04-13,591,1034,0
2025-04-13,593,1029,0
2025-04-13,593,1077,0
2025-04-13,599,1053,0
2025-04-13,606,1069,0
2025-04-13,609,1024,0
2025-04-13,619,1048,0
2025-04-13,622,1033,0
2025-04-13,626,1057,0
2025-04-13,630,1047,0
2025-04-13,639,1049,0
2025-04-13,583,1128,0
2025-04-13,587,1125,0
2025-04-13,596,1124,0
2025-04-13,603,1122,0
2025-04-13,622,1102,0
2025-04-13,623,1100,0
2025-04-13,624,1088,0
2025-04-13,627,1105,0
2025-04-13,630,1118,0
2025-04-13,634,1104,0
2025-04-13,688,889,0
2025-04-13,645,916,0
2025-04-13,668,940,0
2025-04-13,685,933,0
2025-04-13,695,952,0
2025-04-13,699,932,0
2025-04-13,647,977,0
2025-04-13,649,1000,0
2025-04-13,651,1022,0
2025-04-13,657,1009,0
2025-04-13,660,960,0
2025-04-13,683,985,0
2025-04-13,684,980,0
2025-04-13,697,994,0
2025-04-13,697,1010,0
2025-04-13,703,1012,0
2025-04-13,643,1057,0
2025-04-13,644,1082,0
2025-04-13,650,1051,0
2025-04-13,654,1032,0
2025-04-13,655,1032,0
2025-04-13,662,1044,0
2025-04-13,677,1050,0
2025-04-13,679,1042,0
2025-04-13,686,1025,0
2025-04-13,686,1086,0
2025-04-13,688,1050,0
2025-04-13,688,1081,0
2025-04-13,694,1062,0
2025-04-13,702,1079,0
2025-04-13,702,1087,0
2025-04-13,703,1077,0
2025-04-13,662,1102,0
2025-04-13,691,1108,0
2025-04-13,695,1102,0
2025-04-13,732,941,0
2025-04-13,740,946,0
2025-04-13,757,947,0
2025-04-13,758,945,0
2025-04-13,764,947,0
2025-04-13,711,981,0
2025-04-13,714,1023,0
2025-04-13,719,965,0
2025-04-13,719,972,0
2025-04-13,723,991,0
2025-04-13,724,975,0
2025-04-13,729,1008,0
2025-04-13,731,984,0
2025-04-13,738,968,0
2025-04-13,755,965,0
2025-04-13,711,1072,0
2025-04-13,719,1024,0
2025-04-13,722,1041,0
2025-04-13,726,1026,0
2025-04-13,727,1048,0
2025-04-13,734,1041,0
2025-04-13,735,1075,0
2025-04-13,737,1032,0
2025-04-13,740,1054,0
2025-04-13,740,1073,0
2025-04-13,743,1036,0
2025-04-13,745,1050,0
2025-04-13,752,1087,0
2025-04-13,757,1031,0
2025-04-13,757,1075,0
2025-04-13,740,1111,0
2025-04-13,759,1102,0
2025-04-13,770,957,0
2025-04-13,777,955,0
2025-04-13,770,973,0
2025-04-13,773,998,0
2025-04-13,777,1068,0
2025-04-13,781,1053,0
2025-04-13,792,1053,0
2025-04-13,793,1028,0
2025-04-13,801,1053,0
2025-04-13,803,1063,0
2025-04-13,822,1074,0
2025-04-13,775,1099,0
2025-04-13,800,1102,0
2025-04-13,800,1106,0
2025-04-15,47,337,0
2025-04-15,53,351,0
2025-04-15,87,313,0
2025-04-15,103,314,0
2025-04-15,71,340,0
2025-04-15,73,332,0
2025-04-15,80,355,0
2025-04-15,92,366,0
2025-04-15,115,339,0
2025-04-15,117,345,0
2025-04-15,84,403,0
2025-04-15,100,433,0
2025-04-15,108,443,0
2025-04-15,112,419,0
2025-04-15,117,394,0
2025-04-15,121,403,0
2025-04-15,124,391,0
2025-04-15,125,444,0
2025-04-15,104,482,0
2025-04-15,109,472,0
2025-04-15,120,491,0
2025-04-15,125,488,0
2025-04-15,118,520,0
2025-04-15,78,688,0
2025-04-15,84,677,0
2025-04-15,85,690,0
2025-04-15,92,694,0
2025-04-15,100,688,0
2025-04-15,102,655,0
2025-04-15,107,655,0
2025-04-15,112,676,0
2025-04-15,116,701,0
2025-04-15,119,665,0
2025-04-15,120,688,0
2025-04-15,126,687,0
2025-04-15,126,719,0
2025-04-15,134,360,0
2025-04-15,144,383,0
2025-04-15,153,355,0
2025-04-15,178,376,0
2025-04-15,133,422,0
2025-04-15,136,394,0
2025-04-15,138,427,0
2025-04-15,144,405,0
2025-04-15,146,416,0
2025-04-15,152,393,0
2025-04-15,180,413,0
2025-04-15,190,385,0
2025-04-15,129,499,0
2025-04-15,136,475,0
2025-04-15,139,474,0
2025-04-15,152,451,0
2025-04-15,153,510,0
2025-04-15,160,487,0
2025-04-15,162,485,0
2025-04-15,170,470,0
2025-04-15,186,477,0
2025-04-15,189,510,0
2025-04-15,128,523,0
2025-04-15,142,557,0
2025-04-15,163,549,0
2025-04-15,165,543,0
2025-04-15,167,520,0
2025-04-15,168,563,0
2025-04-15,178,563,0
2025-04-15,187,516,0
2025-04-15,151,600,0
2025-04-15,158,606,0
2025-04-15,191,614,0
2025-04-15,129,695,0
2025-04-15,134,699,0
2025-04-15,141,645,0
2025-04-15,143,644,0
2025-04-15,143,650,0
2025-04-15,164,665,0
2025-04-15,174,657,0
2025-04-15,174,673,0
2025-04-15,175,657,0
2025-04-15,188,640,0
2025-04-15,189,655,0
2025-04-15,175,732,0
2025-04-15,183,731,0
2025-04-15,195,349,0
2025-04-15,206,357,0
2025-04-15,212,377,0
2025-04-15,214,383,0
2025-04-15,216,380,0
2025-04-15,222,369,0
2025-04-15,199,388,0
2025-04-15,214,392,0
2025-04-15,219,397,0
2025-04-15,236,424,0
2025-04-15,227,507,0
2025-04-15,192,523,0
2025-04-15,209,574,0
2025-04-15,211,524,0
2025-04-15,217,547,0
2025-04-15,225,568,0
2025-04-15,245,569,0
2025-04-15,253,543,0
2025-04-15,195,592,0
2025-04-15,196,594,0
2025-04-15,199,620,0
2025-04-15,208,615,0
2025-04-15,210,595,0
2025-04-15,213,582,0
2025-04-15,225,597,0
2025-04-15,227,595,0
2025-04-15,242,580,0
2025-04-15,242,584,0
2025-04-15,244,587,0
2025-04-15,249,625,0
2025-04-15,251,629,0
2025-04-15,253,580,0
2025-04-15,202,641,0
2025-04-15,206,702,0
2025-04-15,208,674,0
2025-04-15,215,656,0
2025-04-15,223,653,0
2025-04-15,232,654,0
2025-04-15,242,644,0
2025-04-15,246,640,0
2025-04-15,254,649,0
2025-04-15,220,704,0
2025-04-15,260,558,0
2025-04-15,294,573,0
2025-04-15,295,558,0
2025-04-15,306,567,0
2025-04-15,312,566,0
2025-04-15,314,563,0
2025-04-15,317,551,0
2025-04-15,257,605,0
2025-04-15,259,622,0
2025-04-15,262,624,0
2025-04-15,263,627,0
2025-04-15,266,637,0
2025-04-15,274,584,0
2025-04-15,277,602,0
2025-04-15,279,592,0
2025-04-15,281,610,0
2025-04-15,286,612,0
2025-04-15,288,608,0
2025-04-15,288,616,0
2025-04-15,305,634,0
2025-04-15,306,606,0
2025-04-15,264,673,0
2025-04-15,271,644,0
2025-04-15,272,677,0
2025-04-15,273,693,0
2025-04-15,282,673,0
2025-04-15,288,664,0
2025-04-15,293,667,0
2025-04-15,296,681,0
2025-04-15,312,686,0
2025-04-15,284,709,0
2025-04-15,288,721,0
2025-04-15,299,754,0
2025-04-15,300,767,0
2025-04-15,318,746,0
2025-04-15,307,774,0
2025-04-15,334,573,0
2025-04-15,320,611,0
2025-04-15,335,583,0
2025-04-15,327,690,0
2025-04-15,337,689,0
2025-04-15,366,696,0
2025-04-15,321,732,0
2025-04-15,323,706,0
2025-04-15,324,763,0
2025-04-15,334,743,0
2025-04-15,367,716,0
2025-04-15,368,719,0
2025-04-15,369,710,0
2025-04-15,320,773,0
2025-04-15,392,702,0
2025-04-15,385,765,0
2025-04-15,390,735,0
2025-04-15,390,751,0
2025-04-15,398,714,0
2025-04-15,408,715,0
2025-04-15,413,753,0
2025-04-15,420,733,0
2025-04-15,421,762,0
2025-04-15,432,731,0
2025-04-15,442,752,0
2025-04-15,418,790,0
2025-04-15,429,808,0
2025-04-15,443,768,0
2025-04-15,445,798,0
2025-04-15,446,793,0
2025-04-15,458,759,1
2025-04-15,481,795,0
2025-04-15,487,799,0
2025-04-15,488,805,0
2025-04-15,489,825,0
2025-04-15,492,801,0
2025-04-15,494,800,0
2025-04-15,472,846,0
2025-04-15,474,879,0
2025-04-15,508,897,0
2025-04-15,563,831,0
2025-04-15,521,870,0
2025-04-15,521,881,0
2025-04-15,525,844,0
2025-04-15,525,876,0
2025-04-15,531,842,0
2025-04-15,532,857,0
2025-04-15,535,870,0
2025-04-15,537,846,0
2025-04-15,538,836,0
2025-04-15,540,861,0
2025-04-15,542,846,0
2025-04-15,542,863,0
2025-04-15,548,881,0
2025-04-15,549,861,0
2025-04-15,551,890,0
2025-04-15,564,854,0
2025-04-15,570,887,0
2025-04-15,575,882,0
2025-04-15,532,932,0
2025-04-15,553,915,0
2025-04-15,562,904,0
2025-04-15,569,906,0
2025-04-15,558,991,0
2025-04-15,563,977,0
2025-04-15,564,1011,0
2025-04-15,565,986,0
2025-04-15,573,963,0
2025-04-15,527,1078,0
2025-04-15,533,1033,0
2025-04-15,534,1058,0
2025-04-15,537,1058,0
2025-04-15,538,1041,0
2025-04-15,542,1076,0
2025-04-15,548,1057,0
2025-04-15,549,1061,0
2025-04-15,551,1051,0
2025-04-15,559,1069,0
2025-04-15,561,1067,0
2025-04-15,569,1077,0
2025-04-15,570,1066,0
2025-04-15,572,1054,0
2025-04-15,519,1094,0
2025-04-15,538,1095,0
2025-04-15,543,1143,0
2025-04-15,544,1093,0
2025-04-15,549,1099,0
2025-04-15,549,1116,0
2025-04-15,550,1091,0
2025-04-15,557,1118,0
2025-04-15,539,1158,0
2025-04-15,543,1169,0
2025-04-15,550,1157,0
2025-04-15,553,1169,0
2025-04-15,563,1152,0
2025-04-15,570,1169,0
2025-04-15,585,872,0
2025-04-15,595,892,0
2025-04-15,625,877,0
2025-04-15,638,872,0
2025-04-15,582,935,0
2025-04-15,586,935,0
2025-04-15,600,906,0
2025-04-15,600,932,0
2025-04-15,605,944,0
2025-04-15,612,904,0
2025-04-15,613,900,0
2025-04-15,623,896,0
2025-04-15,631,901,0
2025-04-15,633,951,0
2025-04-15,579,981,0
2025-04-15,589,980,0
2025-04-15,595,980,0
2025-04-15,597,1012,0
2025-04-15,598,982,0
2025-04-15,599,994,0
2025-04-15,604,987,0
2025-04-15,606,1006,0
2025-04-15,610,971,0
2025-04-15,617,974,0
2025-04-15,626,1015,0
2025-04-15,627,977,0
2025-04-15,636,983,0
2025-04-15,636,1012,0
2025-04-15,577,1056,0
2025-04-15,579,1062,0
2025-04-15,586,1034,0
2025-04-15,594,1049,0
2025-04-15,597,1085,0
2025-04-15,601,1066,0
2025-04-15,609,1050,0
2025-04-15,610,1056,0
2025-04-15,610,1062,0
2025-04-15,611,1072,0
2025-04-15,611,1085,0
2025-04-15,614,1029,0
2025-04-15,618,1086,0
2025-04-15,620,1035,0
2025-04-15,626,1027,0
2025-04-15,576,1088,0
2025-04-15,576,1100,0
2025-04-15,598,1122,0
2025-04-15,600,1106,0
2025-04-15,601,1092,0
2025-04-15,602,1119,0
2025-04-15,605,1095,0
2025-04-15,606,1088,0
2025-04-15,623,1117,0
2025-04-15,630,1115,0
2025-04-15,631,1112,0
2025-04-15,638,1099,0
2025-04-15,638,1133,0
2025-04-15,639,1125,0
2025-04-15,657,887,0
2025-04-15,679,895,0
2025-04-15,695,893,0
2025-04-15,644,901,0
2025-04-15,650,923,0
2025-04-15,660,944,0
2025-04-15,668,930,0
2025-04-15,669,923,0
2025-04-15,682,916,0
2025-04-15,700,923,0
2025-04-15,702,903,0
2025-04-15,640,981,0
2025-04-15,640,984,0
2025-04-15,643,1012,0
2025-04-15,647,996,0
2025-04-15,650,976,0
2025-04-15,652,998,0
2025-04-15,652,1023,0
2025-04-15,656,977,0
2025-04-15,660,1000,0
2025-04-15,675,990,0
2025-04-15,687,1009,0
2025-04-15,687,1013,0
2025-04-15,692,970,0
2025-04-15,703,1015,0
2025-04-15,647,1031,0
2025-04-15,647,1068,0
2025-04-15,661,1085,0
2025-04-15,662,1025,0
2025-04-15,665,1031,0
2025-04-15,673,1055,0
2025-04-15,674,1030,0
2025-04-15,674,1083,0
2025-04-15,677,1070,0
2025-04-15,682,1039,0
2025-04-15,686,1034,0
2025-04-15,707,945,0
2025-04-15,708,943,0
2025-04-15,710,938,0
2025-04-15,713,938,0
2025-04-15,713,957,0
2025-04-15,714,903,0
2025-04-15,716,952,0
2025-04-15,731,931,0
2025-04-15,746,956,0
2025-04-15,759,942,0
2025-04-15,724,1007,0
2025-04-15,727,1002,0
2025-04-15,729,1012,0
2025-04-15,750,963,0
2025-04-15,752,966,0
2025-04-15,754,963,0
2025-04-15,760,971,0
2025-04-15,763,1022,0
2025-04-15,709,1044,0
2025-04-15,718,1030,0
2025-04-15,737,1067,0
2025-04-15,740,1025,0
2025-04-15,746,1053,0
2025-04-15,748,1052,0
2025-04-15,761,1061,0
2025-04-15,766,1076,0
2025-04-15,708,1103,0
2025-04-15,723,1096,0
2025-04-15,736,1107,0
2025-04-15,762,1100,0
2025-04-15,767,1088,0
2025-04-15,775,959,0
2025-04-15,776,947,0
2025-04-15,778,1005,0
2025-04-15,783,984,0
2025-04-15,783,1014,0
2025-04-15,791,995,0
2025-04-15,770,1056,0
2025-04-15,775,1080,0
2025-04-15,777,1058,0
2025-04-15,777,1087,0
2025-04-15,780,1058,0
2025-04-15,784,1080,0
2025-04-15,789,1058,0
2025-04-15,792,1085,0
2025-04-15,793,1068,0
2025-04-15,796,1070,0
2025-04-15,799,1047,0
2025-04-15,807,1080,0
2025-04-15,814,1051,0
2025-04-15,774,1093,0
2025-04-15,782,1112,0
2025-04-18,54,353,0
2025-04-18,59,338,0
2025-04-18,83,313,0
2025-04-18,90,318,0
2025-04-18,80,350,0
2025-04-18,85,338,0
2025-04-18,101,354,0
2025-04-18,105,350,0
2025-04-18,121,332,0
2025-04-18,121,343,0
2025-04-18,86,412,0
2025-04-18,92,394,0
2025-04-18,98,436,0
2025-04-18,103,443,0
2025-04-18,104,431,0
2025-04-18,112,404,0
2025-04-18,112,411,0
2025-04-18,115,384,0
2025-04-18,122,404,0
2025-04-18,122,424,0
2025-04-18,103,484,0
2025-04-18,105,486,0
2025-04-18,107,495,0
2025-04-18,117,478,0
2025-04-18,122,487,0
2025-04-18,124,490,0
2025-04-18,127,501,0
2025-04-18,116,524,0
2025-04-18,75,697,0
2025-04-18,81,697,0
2025-04-18,89,681,0
2025-04-18,93,689,0
2025-04-18,95,676,0
2025-04-18,95,679,0
2025-04-18,107,648,0
2025-04-18,113,697,0
2025-04-18,126,689,0
2025-04-18,76,704,0
2025-04-18,89,706,0
2025-04-18,147,383,0
2025-04-18,178,354,0
2025-04-18,181,380,0
2025-04-18,184,353,0
2025-04-18,139,421,0
2025-04-18,147,432,0
2025-04-18,148,447,0
2025-04-18,153,388,0
2025-04-18,154,396,0
2025-04-18,155,410,0
2025-04-18,167,400,0
2025-04-18,169,447,0
2025-04-18,182,405,0
2025-04-18,140,501,0
2025-04-18,145,458,0
2025-04-18,146,470,0
2025-04-18,146,503,0
2025-04-18,147,480,0
2025-04-18,158,492,0
2025-04-18,160,467,0
2025-04-18,160,504,0
2025-04-18,161,488,0
2025-04-18,166,453,0
2025-04-18,177,496,0
2025-04-18,134,517,0
2025-04-18,140,538,0
2025-04-18,148,519,0
2025-04-18,152,557,0
2025-04-18,152,574,0
2025-04-18,160,535,0
2025-04-18,164,515,0
2025-04-18,167,532,0
2025-04-18,172,514,0
2025-04-18,173,536,0
2025-04-18,178,534,0
2025-04-18,181,544,0
2025-04-18,189,559,0
2025-04-18,141,633,0
2025-04-18,154,615,0
2025-04-18,154,634,0
2025-04-18,165,617,0
2025-04-18,173,605,0
2025-04-18,175,603,0
2025-04-18,178,637,0
2025-04-18,183,625,0
2025-04-18,184,629,0
2025-04-18,185,604,0
2025-04-18,129,642,0
2025-04-18,133,658,0
2025-04-18,143,663,0
2025-04-18,149,650,0
2025-04-18,173,640,0
2025-04-18,177,667,0
2025-04-18,190,647,0
2025-04-18,198,354,0
2025-04-18,198,360,0
2025-04-18,212,362,0
2025-04-18,212,374,0
2025-04-18,226,366,0
2025-04-18,232,362,0
2025-04-18,194,419,0
2025-04-18,194,427,0
2025-04-18,204,445,0
2025-04-18,216,401,0
2025-04-18,217,510,0
2025-04-18,205,537,0
2025-04-18,229,575,0
2025-04-18,234,515,0
2025-04-18,241,534,0
2025-04-18,244,533,0
2025-04-18,245,567,0
2025-04-18,252,543,0
2025-04-18,252,567,0
2025-04-18,196,613,0
2025-04-18,210,626,0
2025-04-18,222,582,0
2025-04-18,224,580,0
2025-04-18,229,590,0
2025-04-18,244,625,0
2025-04-18,246,607,0
2025-04-18,193,659,0
2025-04-18,211,652,0
2025-04-18,213,678,0
2025-04-18,221,690,0
2025-04-18,237,648,0
2025-04-18,239,668,0
2025-04-18,255,642,0
2025-04-18,208,705,0
2025-04-18,216,707,0
2025-04-18,218,715,0
2025-04-18,298,552,0
2025-04-18,307,575,0
2025-04-18,258,637,0
2025-04-18,266,628,0
2025-04-18,270,587,0
2025-04-18,277,608,0
2025-04-18,281,608,0
2025-04-18,282,586,0
2025-04-18,284,595,0
2025-04-18,284,598,0
2025-04-18,290,636,0
2025-04-18,294,610,0
2025-04-18,299,600,0
2025-04-18,303,597,0
2025-04-18,304,609,0
2025-04-18,309,639,0
2025-04-18,265,677,0
2025-04-18,272,648,0
2025-04-18,272,694,0
2025-04-18,273,691,0
2025-04-18,275,684,0
2025-04-18,278,698,0
2025-04-18,279,676,0
2025-04-18,280,697,0
2025-04-18,290,678,0
2025-04-18,300,661,0
2025-04-18,309,674,0
2025-04-18,312,645,0
2025-04-18,319,702,0
2025-04-18,268,737,0
2025-04-18,274,714,0
2025-04-18,278,705,0
2025-04-18,278,742,0
2025-04-18,286,759,0
2025-04-18,290,742,0
2025-04-18,297,715,0
2025-04-18,300,721,0
2025-04-18,302,720,0
2025-04-18,303,743,0
2025-04-18,308,757,0
2025-04-18,326,607,0
2025-04-18,330,619,0
2025-04-18,338,607,0
2025-04-18,345,590,0
2025-04-18,350,594,0
2025-04-18,355,586,0
2025-04-18,321,698,0
2025-04-18,325,682,0
2025-04-18,366,700,0
2025-04-18,325,722,0
2025-04-18,327,707,0
2025-04-18,336,757,0
2025-04-18,358,754,0
2025-04-18,370,730,0
2025-04-18,389,742,0
2025-04-18,389,758,0
2025-04-18,393,724,0
2025-04-18,393,761,0
2025-04-18,403,722,0
2025-04-18,413,744,0
2025-04-18,413,753,0
2025-04-18,418,727,0
2025-04-18,386,777,0
2025-04-18,387,777,0
2025-04-18,397,769,0
2025-04-18,411,788,0
2025-04-18,425,773,0
2025-04-18,425,805,0
2025-04-18,429,785,0
2025-04-18,453,757,0
2025-04-18,458,759,1
2025-04-18,464,767,1
2025-04-18,449,806,1
2025-04-18,450,802,0
2025-04-18,485,809,0
2025-04-18,492,820,0
2025-04-18,504,816,0
2025-04-18,504,830,0
2025-04-18,507,795,0
2025-04-18,463,844,0
2025-04-18,463,850,0
2025-04-18,494,846,0
2025-04-18,499,865,0
2025-04-18,507,854,0
2025-04-18,507,887,0
2025-04-18,506,917,0
2025-04-18,508,896,0
2025-04-18,511,907,0
2025-04-18,520,806,0
2025-04-18,521,810,0
2025-04-18,555,830,0
2025-04-18,515,850,0
2025-04-18,517,877,0
2025-04-18,518,846,0
2025-04-18,532,855,0
2025-04-18,532,871,0
2025-04-18,538,869,0
2025-04-18,539,855,0
2025-04-18,561,853,0
2025-04-18,565,871,0
2025-04-18,570,849,0
2025-04-18,513,930,0
2025-04-18,523,928,0
2025-04-18,528,903,0
2025-04-18,531,900,0
2025-04-18,556,928,0
2025-04-18,558,925,0
2025-04-18,563,936,0
2025-04-18,575,947,0
2025-04-18,543,964,0
2025-04-18,544,998,0
2025-04-18,555,967,0
2025-04-18,557,971,0
2025-04-18,562,984,0
2025-04-18,568,1012,0
2025-04-18,569,1019,0
2025-04-18,575,992,0
2025-04-18,535,1053,0
2025-04-18,539,1060,0
2025-04-18,550,1059,0
2025-04-18,550,1087,0
2025-04-18,552,1055,0
2025-04-18,568,1069,0
2025-04-18,574,1049,0
2025-04-18,574,1068,0
2025-04-18,575,1043,0
2025-04-18,538,1100,0
2025-04-18,538,1101,0
2025-04-18,546,1118,0
2025-04-18,552,1116,0
2025-04-18,554,1104,0
2025-04-18,554,1118,0
2025-04-18,556,1138,0
2025-04-18,559,1120,0
2025-04-18,560,1104,0
2025-04-18,563,1145,0
2025-04-18,567,1133,0
2025-04-18,543,1180,0
2025-04-18,557,1163,0
2025-04-18,561,1160,0
2025-04-18,576,875,0
2025-04-18,580,886,0
2025-04-18,599,889,0
2025-04-18,610,874,0
2025-04-18,613,873,0
2025-04-18,613,877,0
2025-04-18,615,891,0
2025-04-18,576,937,0
2025-04-18,597,938,0
2025-04-18,602,958,0
2025-04-18,603,954,0
2025-04-18,605,951,0
2025-04-18,629,948,0
2025-04-18,639,913,0
2025-04-18,580,1006,0
2025-04-18,592,977,0
2025-04-18,607,985,0
2025-04-18,610,986,0
2025-04-18,610,989,0
2025-04-18,616,960,0
2025-04-18,620,971,0
2025-04-18,627,966,0
2025-04-18,630,960,0
2025-04-18,630,962,0
2025-04-18,638,969,0
2025-04-18,580,1066,0
2025-04-18,586,1030,0
2025-04-18,591,1029,0
2025-04-18,595,1061,0
2025-04-18,598,1040,0
2025-04-18,599,1043,0
2025-04-18,635,1076,0
2025-04-18,579,1098,0
2025-04-18,589,1124,0
2025-04-18,591,1118,0
2025-04-18,601,1120,0
2025-04-18,604,1103,0
2025-04-18,617,1102,0
2025-04-18,636,1104,0
2025-04-18,637,1117,0
2025-04-18,671,884,0
2025-04-18,646,897,0
2025-04-18,647,924,0
2025-04-18,647,935,0
2025-04-18,656,945,0
2025-04-18,680,909,0
2025-04-18,683,913,0
2025-04-18,687,915,0
2025-04-18,697,940,0
2025-04-18,644,967,0
2025-04-18,652,961,0
2025-04-18,653,978,0
2025-04-18,662,966,0
2025-04-18,669,989,0
2025-04-18,671,968,0
2025-04-18,672,1020,0
2025-04-18,675,1015,0
2025-04-18,683,1001,0
2025-04-18,687,1017,0
2025-04-18,698,980,0
